ng,veclen,rpb,exec_name,cpu_cost (s),gpu_cost (s)
262144,16,16,mini_app_omp,5.19670000000000409E-2,3.21799999999994313E-3
262144,32,8,mini_app_hip_1,5.19639999999999547E-2,9.37399999999999345E-3
262144,32,8,mini_app_hip_1_LDS,5.30990000000000073E-2,6.88800000000000523E-3
262144,32,8,mini_app_hip_1_LDS_NO_TRANSPOSE,5.3485999999999978E-2,7.10299999999997045E-3
262144,32,8,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,5.26209999999999734E-2,7.08900000000001196E-3
262144,32,8,mini_app_hip_2,5.25720000000000631E-2,8.99499999999997524E-3
262144,32,8,mini_app_hip_2_LDS,5.13119999999999687E-2,4.93200000000004746E-3
262144,32,8,mini_app_hip_2_LDS_NO_TRANSPOSE,5.22719999999999851E-2,4.51299999999998924E-3
262144,32,8,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,5.22159999999999846E-2,4.35200000000002252E-3
262144,32,8,mini_app_hip_3,5.33529999999999838E-2,3.42810000000000059E-2
262144,32,8,mini_app_hip_3_LDS,5.49739999999999673E-2,2.12560000000000526E-2
262144,32,8,mini_app_hip_3_LDS_NO_TRANSPOSE,5.17869999999999164E-2,2.15509999999999868E-2
262144,32,8,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,5.136099999999999E-2,2.10859999999999381E-2
262144,32,8,mini_app_hip_4,5.17589999999999995E-2,8.25699999999995882E-3
262144,32,8,mini_app_hip_4_LDS,5.17340000000000577E-2,1.22769999999999824E-2
262144,32,8,mini_app_hip_4_LDS_NO_TRANSPOSE,5.12580000000000258E-2,1.22360000000000246E-2
262144,32,8,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,5.52719999999999878E-2,1.23810000000000864E-2
262144,32,8,mini_app_omp,5.19519999999999982E-2,3.23800000000001864E-3
262144,64,4,mini_app_hip_1,5.16819999999999502E-2,7.02700000000000546E-3
262144,64,4,mini_app_hip_1_LDS,5.3149999999999975E-2,4.34400000000001452E-3
262144,64,4,mini_app_hip_1_LDS_NO_TRANSPOSE,5.10440000000000338E-2,4.19500000000005979E-3
262144,64,4,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,5.28810000000000668E-2,4.33700000000003527E-3
262144,64,4,mini_app_hip_2,5.26400000000000201E-2,6.67599999999990423E-3
262144,64,4,mini_app_hip_2_LDS,5.28820000000000401E-2,3.39500000000003688E-3
262144,64,4,mini_app_hip_2_LDS_NO_TRANSPOSE,5.12759999999999327E-2,3.19700000000000539E-3
262144,64,4,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,5.24079999999999546E-2,3.03300000000006342E-3
262144,64,4,mini_app_hip_3,5.41159999999999419E-2,2.20550000000000468E-2
262144,64,4,mini_app_hip_3_LDS,5.3338000000000052E-2,1.32730000000000903E-2
262144,64,4,mini_app_hip_3_LDS_NO_TRANSPOSE,5.14390000000000125E-2,1.32470000000000088E-2
262144,64,4,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,5.18000000000000682E-2,1.32840000000000735E-2
262144,64,4,mini_app_hip_4,5.24759999999999671E-2,9.41100000000005821E-3
262144,64,4,mini_app_hip_4_LDS,5.28030000000000443E-2,9.40699999999994319E-3
262144,64,4,mini_app_hip_4_LDS_NO_TRANSPOSE,5.26590000000000114E-2,9.42300000000007021E-3
262144,64,4,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,5.17100000000000337E-2,9.04300000000002324E-3
262144,64,4,mini_app_omp,5.26620000000000421E-2,3.21900000000008291E-3
4096,128,2,mini_app_hip_1,6.14000000000003432E-4,1.25000000000041744E-4
4096,128,2,mini_app_hip_1_LDS,6.78000000000011926E-4,1.22999999999984233E-4
4096,128,2,mini_app_hip_1_LDS_NO_TRANSPOSE,9.81999999999982887E-4,1.81000000000042238E-4
4096,128,2,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,6.17000000000006432E-4,1.15000000000003988E-4
4096,128,2,mini_app_hip_2,6.38000000000027434E-4,1.26000000000014989E-4
4096,128,2,mini_app_hip_2_LDS,6.00999999999990431E-4,1.01000000000017742E-4
4096,128,2,mini_app_hip_2_LDS_NO_TRANSPOSE,6.34999999999996678E-4,1.13000000000029743E-4
4096,128,2,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,6.09999999999999432E-4,9.59999999999849862E-5
4096,128,2,mini_app_hip_3,6.16999999999978677E-4,2.36000000000013976E-4
4096,128,2,mini_app_hip_3_LDS,5.56000000000000938E-4,2.20999999999998975E-4
4096,128,2,mini_app_hip_3_LDS_NO_TRANSPOSE,5.84000000000001185E-4,2.34000000000011976E-4
4096,128,2,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,5.69000000000013939E-4,2.28000000000005976E-4
4096,128,2,mini_app_hip_4,7.09999999999988418E-4,4.09999999999965947E-4
4096,128,2,mini_app_hip_4_LDS,9.97999999999998888E-4,5.66000000000010939E-4
4096,128,2,mini_app_hip_4_LDS_NO_TRANSPOSE,7.50000000000028422E-4,3.96999999999980702E-4
4096,128,2,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,7.11000000000017174E-4,4.17000000000000703E-4
4096,128,2,mini_app_omp,5.94000000000011186E-4,2.21999999999999975E-4
4096,16,16,mini_app_hip_1,6.5300000000001468E-4,5.83999999999973429E-4
4096,16,16,mini_app_hip_1_LDS,6.84999999999991172E-4,2.85000000000035225E-4
4096,16,16,mini_app_hip_1_LDS_NO_TRANSPOSE,6.92000000000025928E-4,2.85999999999952959E-4
4096,16,16,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,5.79999999999997184E-4,2.59000000000009223E-4
4096,16,16,mini_app_hip_2,6.19999999999953921E-4,2.07999999999985974E-4
4096,16,16,mini_app_hip_2_LDS,6.90999999999997172E-4,2.04999999999955218E-4
4096,16,16,mini_app_hip_2_LDS_NO_TRANSPOSE,9.68000000000024396E-4,1.92999999999998728E-4
4096,16,16,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,6.21000000000038188E-4,1.13000000000029743E-4
4096,16,16,mini_app_hip_3,9.86000000000042398E-4,1.15199999999998637E-3
4096,16,16,mini_app_hip_3_LDS,6.54000000000043435E-4,5.45000000000017693E-4
4096,16,16,mini_app_hip_3_LDS_NO_TRANSPOSE,6.6699999999997317E-4,7.32999999999983665E-4
4096,16,16,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,9.84000000000040398E-4,8.21999999999989406E-4
4096,16,16,mini_app_hip_4,7.37000000000043176E-4,5.43000000000015692E-4
4096,16,16,mini_app_hip_4_LDS,6.90000000000023928E-4,5.02999999999975689E-4
4096,16,16,mini_app_hip_4_LDS_NO_TRANSPOSE,9.98999999999972133E-4,7.13999999999992419E-4
4096,16,16,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,7.55000000000005667E-4,5.53999999999998938E-4
4096,16,16,mini_app_omp,9.77000000000005642E-4,3.70999999999982455E-4
4096,32,8,mini_app_hip_1,6.35999999999997678E-4,1.86999999999992728E-4
4096,32,8,mini_app_hip_1_LDS,5.70000000000014939E-4,1.50000000000011235E-4
4096,32,8,mini_app_hip_1_LDS_NO_TRANSPOSE,6.74999999999981171E-4,2.07999999999985974E-4
4096,32,8,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,6.17000000000034188E-4,1.59999999999993481E-4
4096,32,8,mini_app_hip_2,6.36999999999998678E-4,1.63999999999997481E-4
4096,32,8,mini_app_hip_2_LDS,9.77000000000005642E-4,1.76999999999982727E-4
4096,32,8,mini_app_hip_2_LDS_NO_TRANSPOSE,6.25000000000042188E-4,1.09000000000025743E-4
4096,32,8,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,9.93000000000021643E-4,1.39000000000000234E-4
4096,32,8,mini_app_hip_3,5.83000000000000185E-4,4.82000000000010198E-4
4096,32,8,mini_app_hip_3_LDS,9.94000000000050399E-4,4.68999999999997197E-4
4096,32,8,mini_app_hip_3_LDS_NO_TRANSPOSE,9.6299999999999164E-4,4.69999999999970441E-4
4096,32,8,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,5.98999999999988431E-4,2.9100000000001347E-4
4096,32,8,mini_app_hip_4,7.05000000000011173E-4,4.4199999999999795E-4
4096,32,8,mini_app_hip_4_LDS,9.89999999999990887E-4,6.07999999999997431E-4
4096,32,8,mini_app_hip_4_LDS_NO_TRANSPOSE,1.00400000000000489E-3,6.05999999999995431E-4
4096,32,8,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,7.3999999999996291E-4,4.56000000000011951E-4
4096,32,8,mini_app_omp,6.19999999999981677E-4,2.35000000000012976E-4
4096,64,4,mini_app_hip_1,6.24999999999986677E-4,1.41000000000002235E-4
4096,64,4,mini_app_hip_1_LDS,6.50000000000039435E-4,1.30999999999992234E-4
4096,64,4,mini_app_hip_1_LDS_NO_TRANSPOSE,6.32999999999994678E-4,1.57999999999991481E-4
4096,64,4,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,9.84999999999958131E-4,1.98000000000031484E-4
4096,64,4,mini_app_hip_2,6.01999999999991431E-4,1.21000000000009988E-4
4096,64,4,mini_app_hip_2_LDS,6.85999999999964416E-4,1.08999999999970232E-4
4096,64,4,mini_app_hip_2_LDS_NO_TRANSPOSE,6.90999999999997172E-4,1.16000000000004988E-4
4096,64,4,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,5.70000000000014939E-4,7.89999999999957403E-5
4096,64,4,mini_app_hip_3,6.32999999999994678E-4,4.3000000000004146E-4
4096,64,4,mini_app_hip_3_LDS,6.54000000000043435E-4,2.30000000000007976E-4
4096,64,4,mini_app_hip_3_LDS_NO_TRANSPOSE,6.24000000000013433E-4,2.13999999999991974E-4
4096,64,4,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,5.9599999999998543E-4,2.04000000000009729E-4
4096,64,4,mini_app_hip_4,6.5700000000001868E-4,3.75000000000014211E-4
4096,64,4,mini_app_hip_4_LDS,6.75000000000036682E-4,3.94000000000005457E-4
4096,64,4,mini_app_hip_4_LDS_NO_TRANSPOSE,7.15000000000021174E-4,4.36999999999965194E-4
4096,64,4,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,6.6899999999997517E-4,3.90999999999974701E-4
4096,64,4,mini_app_omp,9.80999999999981886E-4,3.6400000000000321E-4
64,128,2,mini_app_hip_1,3.5999999999980492E-5,1.85999999999963972E-4
64,128,2,mini_app_hip_1_LDS,3.20000000000042473E-5,1.10999999999999988E-4
64,128,2,mini_app_hip_1_LDS_NO_TRANSPOSE,3.50000000000072475E-5,1.21000000000037744E-4
64,128,2,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,3.10000000000032472E-5,1.11000000000027743E-4
64,128,2,mini_app_hip_2,3.30000000000052474E-5,1.09999999999998987E-4
64,128,2,mini_app_hip_2_LDS,3.30000000000052474E-5,9.40000000000107416E-5
64,128,2,mini_app_hip_2_LDS_NO_TRANSPOSE,3.20000000000042473E-5,8.40000000000007407E-5
64,128,2,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,3.50000000000072475E-5,7.80000000000224958E-5
64,128,2,mini_app_hip_3,8.60000000000304965E-5,2.83000000000033225E-4
64,128,2,mini_app_hip_3_LDS,3.89999999999557367E-5,1.54000000000042991E-4
64,128,2,mini_app_hip_3_LDS_NO_TRANSPOSE,3.79999999999824922E-5,1.61999999999995481E-4
64,128,2,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,3.20000000000320028E-5,1.51000000000012236E-4
64,128,2,mini_app_hip_4,4.09999999999577369E-5,3.17000000000011717E-4
64,128,2,mini_app_hip_4_LDS,3.79999999999824922E-5,2.9799999999996496E-4
64,128,2,mini_app_hip_4_LDS_NO_TRANSPOSE,4.30000000000152482E-5,3.25999999999992962E-4
64,128,2,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,4.10000000000132481E-5,3.11000000000005716E-4
64,128,2,mini_app_omp,3.40000000000062474E-5,2.2699999999997722E-4
64,16,16,mini_app_hip_1,3.49999999999517364E-5,2.21999999999999975E-4
64,16,16,mini_app_hip_1_LDS,3.10000000000032472E-5,1.70999999999976726E-4
64,16,16,mini_app_hip_1_LDS_NO_TRANSPOSE,3.50000000000072475E-5,1.92000000000025484E-4
64,16,16,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,3.50000000000072475E-5,2.72999999999967713E-4
64,16,16,mini_app_hip_2,3.40000000000062474E-5,9.19999999999809859E-5
64,16,16,mini_app_hip_2_LDS,3.5999999999980492E-5,8.90000000000057412E-5
64,16,16,mini_app_hip_2_LDS_NO_TRANSPOSE,3.70000000000092477E-5,8.50000000000017408E-5
64,16,16,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,3.5999999999980492E-5,6.00000000000044942E-5
64,16,16,mini_app_hip_3,3.5999999999980492E-5,1.32999999999994234E-4
64,16,16,mini_app_hip_3_LDS,3.50000000000072475E-5,1.15999999999977232E-4
64,16,16,mini_app_hip_3_LDS_NO_TRANSPOSE,3.5999999999980492E-5,1.20000000000008988E-4
64,16,16,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,3.40000000000062474E-5,1.17000000000005988E-4
64,16,16,mini_app_hip_4,3.99999999999844924E-5,3.15000000000009717E-4
64,16,16,mini_app_hip_4_LDS,4.19999999999864926E-5,3.15000000000009717E-4
64,16,16,mini_app_hip_4_LDS_NO_TRANSPOSE,4.30000000000152482E-5,3.19000000000013717E-4
64,16,16,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,4.09999999999577369E-5,3.11000000000005716E-4
64,16,16,mini_app_omp,3.50000000000072475E-5,2.2999999999998022E-4
64,32,8,mini_app_hip_1,3.50000000000072475E-5,1.56999999999962725E-4
64,32,8,mini_app_hip_1_LDS,3.30000000000052474E-5,1.41000000000002235E-4
64,32,8,mini_app_hip_1_LDS_NO_TRANSPOSE,3.60000000000082476E-5,1.39000000000000234E-4
64,32,8,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,3.70000000000092477E-5,1.49000000000010235E-4
64,32,8,mini_app_hip_2,3.60000000000360032E-5,9.90000000000157421E-5
64,32,8,mini_app_hip_2_LDS,3.39999999999784919E-5,8.60000000000304965E-5
64,32,8,mini_app_hip_2_LDS_NO_TRANSPOSE,3.70000000000092477E-5,8.50000000000017408E-5
64,32,8,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,3.60000000000360032E-5,6.60000000000104947E-5
64,32,8,mini_app_hip_3,3.39999999999784919E-5,1.3600000000002499E-4
64,32,8,mini_app_hip_3_LDS,3.60000000000360032E-5,1.26999999999988233E-4
64,32,8,mini_app_hip_3_LDS_NO_TRANSPOSE,3.30000000000052474E-5,1.23999999999985233E-4
64,32,8,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,3.30000000000052474E-5,1.22000000000010989E-4
64,32,8,mini_app_hip_4,3.89999999999557367E-5,4.50000000000005951E-4
64,32,8,mini_app_hip_4_LDS,4.30000000000152482E-5,3.11999999999978961E-4
64,32,8,mini_app_hip_4_LDS_NO_TRANSPOSE,3.89999999999557367E-5,3.0399999999997096E-4
64,32,8,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,4.59999999999904929E-5,3.36999999999976207E-4
64,32,8,mini_app_omp,3.30000000000052474E-5,2.14999999999992975E-4
64,64,4,mini_app_hip_1,3.70000000000092477E-5,1.39000000000000234E-4
64,64,4,mini_app_hip_1_LDS,3.4999999999979492E-5,1.23000000000011989E-4
64,64,4,mini_app_hip_1_LDS_NO_TRANSPOSE,3.50000000000072475E-5,1.26000000000014989E-4
64,64,4,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,3.5999999999980492E-5,1.26999999999988233E-4
64,64,4,mini_app_hip_2,3.39999999999784919E-5,9.90000000000157421E-5
64,64,4,mini_app_hip_2_LDS,3.30000000000052474E-5,8.90000000000057412E-5
64,64,4,mini_app_hip_2_LDS_NO_TRANSPOSE,3.30000000000052474E-5,1.20999999999982233E-4
64,64,4,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,3.40000000000062474E-5,5.90000000000034941E-5
64,64,4,mini_app_hip_3,3.5999999999980492E-5,1.60999999999966725E-4
64,64,4,mini_app_hip_3_LDS,3.50000000000072475E-5,1.32000000000020989E-4
64,64,4,mini_app_hip_3_LDS_NO_TRANSPOSE,3.5999999999980492E-5,1.34999999999996234E-4
64,64,4,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,3.20000000000042473E-5,1.21999999999983233E-4
64,64,4,mini_app_hip_4,4.20000000000420037E-5,3.06000000000028471E-4
64,64,4,mini_app_hip_4_LDS,4.20000000000420037E-5,3.25999999999992962E-4
64,64,4,mini_app_hip_4_LDS_NO_TRANSPOSE,4.10000000000132481E-5,3.19000000000013717E-4
64,64,4,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,4.30000000000152482E-5,4.61999999999962441E-4
64,64,4,mini_app_omp,3.20000000000042473E-5,2.15999999999993975E-4
65536,128,2,mini_app_hip_1,1.30250000000000088E-2,1.10699999999996912E-3
65536,128,2,mini_app_hip_1_LDS,1.3724000000000014E-2,1.13600000000002588E-3
65536,128,2,mini_app_hip_1_LDS_NO_TRANSPOSE,1.37349999999999972E-2,1.14300000000000512E-3
65536,128,2,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,1.32129999999999748E-2,1.13100000000004863E-3
65536,128,2,mini_app_hip_2,1.36409999999999587E-2,1.57299999999999107E-3
65536,128,2,mini_app_hip_2_LDS,1.48129999999999651E-2,8.46999999999986652E-4
65536,128,2,mini_app_hip_2_LDS_NO_TRANSPOSE,1.33030000000000093E-2,8.0700000000000216E-4
65536,128,2,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,1.31410000000000138E-2,9.5899999999998764E-4
65536,128,2,mini_app_hip_3,1.32769999999999833E-2,3.59599999999998809E-3
65536,128,2,mini_app_hip_3_LDS,1.36990000000000167E-2,2.89000000000000368E-3
65536,128,2,mini_app_hip_3_LDS_NO_TRANSPOSE,1.38290000000000357E-2,2.7159999999999962E-3
65536,128,2,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,1.41910000000000092E-2,2.88299999999996892E-3
65536,128,2,mini_app_hip_4,1.35089999999999932E-2,5.85600000000002785E-3
65536,128,2,mini_app_hip_4_LDS,1.36429999999999607E-2,5.8210000000000206E-3
65536,128,2,mini_app_hip_4_LDS_NO_TRANSPOSE,1.32349999999999968E-2,5.83899999999998309E-3
65536,128,2,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,1.32959999999999745E-2,5.83299999999997709E-3
65536,128,2,mini_app_omp,1.41840000000000299E-2,1.00400000000000489E-3
65536,16,16,mini_app_hip_1,1.3253999999999988E-2,7.31399999999998718E-3
65536,16,16,mini_app_hip_1_LDS,1.31110000000000393E-2,4.48599999999999E-3
65536,16,16,mini_app_hip_1_LDS_NO_TRANSPOSE,1.3198000000000043E-2,4.73299999999998722E-3
65536,16,16,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,1.29989999999999828E-2,4.73300000000004273E-3
65536,16,16,mini_app_hip_2,1.29669999999999508E-2,3.58700000000000685E-3
65536,16,16,mini_app_hip_2_LDS,1.3048000000000004E-2,3.48999999999999311E-3
65536,16,16,mini_app_hip_2_LDS_NO_TRANSPOSE,1.36680000000000135E-2,1.80700000000000305E-3
65536,16,16,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,1.33269999999999778E-2,1.42799999999998484E-3
65536,16,16,mini_app_hip_3,1.36519999999999975E-2,1.62280000000000202E-2
65536,16,16,mini_app_hip_3_LDS,1.3249999999999984E-2,1.19250000000000189E-2
65536,16,16,mini_app_hip_3_LDS_NO_TRANSPOSE,1.3046000000000002E-2,1.20250000000000079E-2
65536,16,16,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,1.37869999999999937E-2,1.20569999999999844E-2
65536,16,16,mini_app_hip_4,1.35770000000000057E-2,1.04189999999999561E-2
65536,16,16,mini_app_hip_4_LDS,1.36709999999999887E-2,1.0760999999999965E-2
65536,16,16,mini_app_hip_4_LDS_NO_TRANSPOSE,1.38389999999999902E-2,1.02149999999999741E-2
65536,16,16,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,1.33369999999999878E-2,1.02340000000000209E-2
65536,16,16,mini_app_omp,1.32809999999999873E-2,6.68000000000001926E-4
65536,32,8,mini_app_hip_1,1.37109999999999732E-2,2.59799999999998921E-3
65536,32,8,mini_app_hip_1_LDS,1.36709999999999887E-2,1.93600000000004879E-3
65536,32,8,mini_app_hip_1_LDS_NO_TRANSPOSE,1.40359999999999929E-2,1.90099999999998603E-3
65536,32,8,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,1.3842000000000021E-2,1.90599999999996328E-3
65536,32,8,mini_app_hip_2,1.3190000000000035E-2,2.42300000000000848E-3
65536,32,8,mini_app_hip_2_LDS,1.41909999999999537E-2,1.41299999999999759E-3
65536,32,8,mini_app_hip_2_LDS_NO_TRANSPOSE,1.33690000000000198E-2,1.19899999999995011E-3
65536,32,8,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,1.31970000000000143E-2,9.54000000000010395E-4
65536,32,8,mini_app_hip_3,1.30449999999999733E-2,8.4609999999999963E-3
65536,32,8,mini_app_hip_3_LDS,1.43849999999999811E-2,5.48100000000001364E-3
65536,32,8,mini_app_hip_3_LDS_NO_TRANSPOSE,1.3663999999999954E-2,5.49300000000002564E-3
65536,32,8,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,1.31930000000000103E-2,5.48100000000001364E-3
65536,32,8,mini_app_hip_4,1.33059999999999845E-2,6.73399999999996224E-3
65536,32,8,mini_app_hip_4_LDS,1.3858000000000037E-2,6.62200000000001676E-3
65536,32,8,mini_app_hip_4_LDS_NO_TRANSPOSE,1.35810000000000097E-2,6.73499999999999099E-3
65536,32,8,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,1.3127999999999973E-2,6.73200000000001575E-3
65536,32,8,mini_app_omp,1.39690000000000092E-2,1.01299999999998613E-3
65536,64,4,mini_app_hip_1,1.33480000000000265E-2,1.79300000000004456E-3
65536,64,4,mini_app_hip_1_LDS,1.3162000000000007E-2,1.18200000000001637E-3
65536,64,4,mini_app_hip_1_LDS_NO_TRANSPOSE,1.36970000000000147E-2,1.18899999999999562E-3
65536,64,4,mini_app_hip_1_LDS_NO_TRANSPOSE_FUSE_EG_C,1.37249999999999872E-2,8.19000000000014161E-4
65536,64,4,mini_app_hip_2,1.31930000000000103E-2,1.75800000000003731E-3
65536,64,4,mini_app_hip_2_LDS,1.36169999999999902E-2,9.34999999999963638E-4
65536,64,4,mini_app_hip_2_LDS_NO_TRANSPOSE,1.29230000000000178E-2,8.69999999999981899E-4
65536,64,4,mini_app_hip_2_LDS_NO_TRANSPOSE_FUSE_EG_C,1.39700000000000379E-2,1.01200000000001289E-3
65536,64,4,mini_app_hip_3,1.35219999999999785E-2,5.63099999999999712E-3
65536,64,4,mini_app_hip_3_LDS,1.31449999999999623E-2,3.39499999999998137E-3
65536,64,4,mini_app_hip_3_LDS_NO_TRANSPOSE,1.38569999999999527E-2,3.40499999999999137E-3
65536,64,4,mini_app_hip_3_LDS_NO_TRANSPOSE_FUSE_EG_C,1.42899999999999694E-2,2.82899999999997043E-3
65536,64,4,mini_app_hip_4,1.46649999999999836E-2,5.8090000000000086E-3
65536,64,4,mini_app_hip_4_LDS,1.34440000000000115E-2,6.05999999999995431E-3
65536,64,4,mini_app_hip_4_LDS_NO_TRANSPOSE,1.43240000000000034E-2,6.04199999999999182E-3
65536,64,4,mini_app_hip_4_LDS_NO_TRANSPOSE_FUSE_EG_C,1.32160000000000055E-2,6.02500000000000258E-3
65536,64,4,mini_app_omp,1.3149999999999995E-2,1.02200000000002289E-3
